,GEOID,total_pop,medhhinc,year,share_BA+,a35to64_share
1514,17031611900,1798,25231,2013-17,3.7,26.499999999999996
1515,17031590600,3415,39005,2013-17,14.3,34.599999999999994
1516,17031600700,2576,32301,2013-17,20.8,40.6
1517,17031222200,2123,130990,2013-17,84.0,35.400000000000006
1518,17031222500,1622,58000,2013-17,37.1,38.4
1519,17031222800,972,40435,2013-17,29.7,30.4
1520,17031230700,5677,39298,2013-17,12.0,35.0
1521,17031240200,1592,124545,2013-17,73.9,35.9
1522,17031241400,5089,101480,2013-17,78.7,29.900000000000002
1523,17031242400,2866,77311,2013-17,65.1,30.599999999999994
1524,17031243100,2259,101458,2013-17,60.5,40.5
1525,17031242700,1627,31375,2013-17,38.0,39.3
1526,17031242500,3609,64167,2013-17,55.5,33.199999999999996
1527,17031242600,5959,56314,2013-17,51.2,40.1
1528,17031243300,2358,76339,2013-17,61.9,34.7
1529,17031250300,4827,31551,2013-17,20.0,34.7
1530,17031251500,4194,21567,2013-17,10.1,43.800000000000004
1531,17031251900,4862,20092,2013-17,6.0,31.4
1532,17031821101,4506,64917,2013-17,15.2,42.0
1533,17031820202,3364,48882,2013-17,22.3,39.199999999999996
1534,17031820300,5406,56859,2013-17,12.7,34.9
1535,17031821102,4246,60977,2013-17,16.8,37.4
1536,17031821300,5463,42799,2013-17,14.9,42.5
1537,17031260500,1587,29545,2013-17,4.4,32.5
1538,17031805107,6916,50713,2013-17,28.3,38.900000000000006
1539,17031690300,2393,19904,2013-17,6.6,34.199999999999996
1540,17031691500,2013,20027,2013-17,12.2,38.6
1541,17031710100,1188,15524,2013-17,7.8,34.7
1542,17031720100,3381,133636,2013-17,67.8,42.3
1543,17031720200,4043,63295,2013-17,47.7,43.8
1544,17031720400,1953,95481,2013-17,44.5,45.800000000000004
1545,17031720700,3280,61438,2013-17,46.5,46.7
1546,17031140400,6884,73906,2013-17,34.1,40.2
1547,17031140800,6800,69545,2013-17,48.2,47.8
1548,17031150200,7701,64545,2013-17,35.2,45.8
1549,17031160700,6533,65281,2013-17,39.2,48.7
1550,17031161000,2027,73342,2013-17,49.2,40.99999999999999
1551,17031170300,5496,59554,2013-17,30.3,37.300000000000004
1552,17031170500,5504,78650,2013-17,24.0,39.900000000000006
1553,17031171000,7597,67308,2013-17,21.3,41.1
1554,17031812600,3234,56369,2013-17,67.0,43.4
1555,17031813000,3798,102344,2013-17,67.4,41.699999999999996
1556,17031814200,6320,37432,2013-17,7.5,34.699999999999996
1557,17031811701,3787,50693,2013-17,16.2,35.8
1558,17031816200,3769,58000,2013-17,22.6,39.5
1559,17031813900,7068,40869,2013-17,6.3,33.2
1560,17031814600,5733,61078,2013-17,14.6,37.0
1561,17031815200,6106,58529,2013-17,18.7,42.0
1562,17031816401,5382,48232,2013-17,7.3,35.800000000000004
1563,17031816800,5366,60491,2013-17,23.1,40.300000000000004
1564,17031816900,5788,56533,2013-17,19.7,38.8
1565,17031351100,2102,10825,2013-17,16.8,23.400000000000002
1566,17031380200,1845,20536,2013-17,29.3,25.200000000000003
1567,17031381900,1282,39400,2013-17,32.9,46.0
1568,17031411100,2239,108750,2013-17,95.2,31.699999999999996
1569,17031420200,1688,32303,2013-17,49.0,38.8
1570,17031080400,4229,30625,2013-17,46.0,27.299999999999997
1571,17031080100,6666,118500,2013-17,83.1,28.9
1572,17031071600,1709,120240,2013-17,78.9,33.300000000000004
1573,17031071800,2773,149028,2013-17,84.4,38.0
1574,17031081300,5276,85938,2013-17,81.2,36.4
1575,17031100200,6762,70549,2013-17,32.1,42.4
1576,17031100300,6272,73558,2013-17,35.9,43.199999999999996
1577,17031120400,3713,82167,2013-17,38.9,44.1
1578,17031150300,8150,74106,2013-17,39.8,41.9
1579,17031151200,3687,54671,2013-17,21.8,42.9
1580,17031160200,3093,74219,2013-17,51.6,44.800000000000004
1581,17031170400,3765,56645,2013-17,24.5,41.6
1582,17031170800,4060,67391,2013-17,20.4,44.7
1583,17031180100,6210,59286,2013-17,17.6,40.3
1584,17031828505,6458,40508,2013-17,25.7,42.5
1585,17031828701,3844,64531,2013-17,34.4,38.9
1586,17031829000,1310,17727,2013-17,6.1,32.1
1587,17031350400,1856,10980,2013-17,4.7,27.5
1588,17031804810,7264,71667,2013-17,38.0,37.8
1589,17031804901,6469,87536,2013-17,52.3,44.699999999999996
1590,17031805301,3119,69271,2013-17,38.2,42.800000000000004
1591,17031805302,3795,84500,2013-17,44.3,38.6
1592,17031805402,4677,64492,2013-17,27.8,36.8
1593,17031806300,4462,80230,2013-17,34.6,44.1
1594,17031807100,3400,125156,2013-17,71.0,42.0
1595,17031808200,5524,71875,2013-17,36.7,40.8
1596,17031808500,4094,89665,2013-17,40.5,43.00000000000001
1597,17031812900,4756,104926,2013-17,77.0,44.699999999999996
1598,17031813100,4703,88111,2013-17,61.0,42.2
1599,17031813200,4466,117083,2013-17,70.9,43.800000000000004
1600,17031813400,8197,46962,2013-17,10.7,33.5
1601,17031814100,3859,40082,2013-17,5.0,32.2
1602,17031291600,1057,48180,2013-17,16.7,39.7
1603,17031292400,2421,29018,2013-17,9.3,36.5
1604,17031301100,2772,28135,2013-17,11.9,27.7
1605,17031301600,5108,32375,2013-17,10.2,36.8
1606,17031310300,1696,48542,2013-17,42.5,42.699999999999996
1607,17031320100,12739,116587,2013-17,81.2,39.7
1608,17031330100,19015,97897,2013-17,75.7,41.6
1609,17031010300,6413,36870,2013-17,34.9,46.199999999999996
1610,17031050800,1476,111190,2013-17,77.6,37.599999999999994
1611,17031050900,1462,87625,2013-17,65.7,37.7
1612,17031051100,1670,124583,2013-17,77.1,40.1
1613,17031570300,5773,47500,2013-17,13.0,36.5
1614,17031630900,5123,45880,2013-17,2.5,32.7
1615,17031611500,3197,28333,2013-17,3.3,26.9
1616,17031611700,1490,25074,2013-17,5.2,32.3
1617,17031620200,2286,53214,2013-17,12.1,43.1
1618,17031650200,7558,48851,2013-17,10.5,33.7
1619,17031660700,2041,27344,2013-17,10.6,36.0
1620,17031660900,4647,29125,2013-17,8.3,40.199999999999996
1621,17031680500,1375,23354,2013-17,6.2,36.0
1622,17031680600,1594,24464,2013-17,7.8,28.900000000000002
1623,17031710300,1444,33281,2013-17,13.0,35.0
1624,17031720500,2199,115417,2013-17,63.5,43.9
1625,17031720600,1758,109390,2013-17,62.9,45.599999999999994
1626,17031730100,2567,50385,2013-17,29.2,40.6
1627,17031801200,3578,179345,2013-17,88.6,38.8
1628,17031801400,2999,138798,2013-17,68.1,43.9
1629,17031801702,4693,107875,2013-17,72.7,45.5
1630,17031802200,4573,99821,2013-17,68.6,43.199999999999996
1631,17031802605,6962,83750,2013-17,51.0,39.9
1632,17031803400,6120,117235,2013-17,65.3,41.1
1633,17031803603,6495,145069,2013-17,62.6,46.5
1634,17031803610,7518,72703,2013-17,55.8,40.8
1635,17031804201,8601,145938,2013-17,71.0,45.5
1636,17031811600,6316,52854,2013-17,19.2,49.099999999999994
1637,17031811800,5402,74167,2013-17,11.2,34.699999999999996
1638,17031814400,8020,44888,2013-17,7.9,29.700000000000003
1639,17031815702,5191,82107,2013-17,54.7,45.599999999999994
1640,17031815800,1572,85673,2013-17,45.5,48.400000000000006
1641,17031816100,6076,54911,2013-17,40.4,41.7
1642,17031816300,5164,61717,2013-17,11.4,44.1
1643,17031817000,5436,54222,2013-17,12.0,37.099999999999994
1644,17031818500,5284,78662,2013-17,43.4,38.39999999999999
1645,17031818700,3543,83750,2013-17,48.5,47.3
1646,17031200100,4275,44419,2013-17,23.9,38.2
1647,17031160900,2470,80551,2013-17,51.3,46.099999999999994
1648,17031170900,1868,49508,2013-17,21.9,46.1
1649,17031220300,2177,85288,2013-17,63.6,35.7
1650,17031630100,841,31016,2013-17,6.5,37.7
1651,17031661000,5114,32374,2013-17,18.4,36.6
1652,17031670200,953,22625,2013-17,6.6,34.699999999999996
1653,17031010400,5411,39634,2013-17,63.6,27.099999999999998
1654,17031380100,1932,19328,2013-17,28.2,49.0
1655,17031671800,1292,35962,2013-17,11.1,29.6
1656,17031691100,3304,19125,2013-17,11.0,38.099999999999994
1657,17031530300,4607,39816,2013-17,15.4,36.50000000000001
1658,17031560900,5263,84652,2013-17,23.2,45.6
1659,17031580300,2502,45853,2013-17,5.0,44.6
1660,17031611300,2481,26786,2013-17,3.9,36.800000000000004
1661,17031611600,1509,36014,2013-17,1.6,37.4
1662,17031620300,7706,54299,2013-17,10.4,31.0
1663,17031620400,4436,52000,2013-17,9.0,35.9
1664,17031120100,3826,124338,2013-17,64.3,42.5
1665,17031140100,3613,39961,2013-17,29.2,32.9
1666,17031150800,4914,54414,2013-17,26.1,40.3
1667,17031151100,5612,58269,2013-17,18.5,38.5
1668,17031160100,2688,65161,2013-17,37.8,45.400000000000006
1669,17031160400,4708,49216,2013-17,34.6,41.10000000000001
1670,17031171100,3844,65952,2013-17,29.5,36.6
1671,17031190300,5302,46010,2013-17,15.3,37.300000000000004
1672,17031190900,2226,39706,2013-17,9.4,34.1
1673,17031200300,2130,40385,2013-17,8.4,37.4
1674,17031271400,1353,24271,2013-17,20.2,37.800000000000004
1675,17031280100,6567,129148,2013-17,89.9,33.800000000000004
1676,17031823500,4866,48557,2013-17,23.2,41.199999999999996
1677,17031821500,1833,31554,2013-17,10.5,40.5
1678,17031821800,5440,68375,2013-17,36.4,38.699999999999996
1679,17031823400,5029,47287,2013-17,14.0,33.6
1680,17031823702,6361,53930,2013-17,24.6,40.900000000000006
1681,17031825000,5015,56214,2013-17,22.6,49.099999999999994
1682,17031826201,3505,32047,2013-17,26.0,40.1
1683,17031826301,4092,52950,2013-17,17.2,42.1
1684,17031827200,4233,40122,2013-17,16.4,38.4
1685,17031827802,3372,62292,2013-17,25.4,41.6
1686,17031828504,6000,44250,2013-17,14.7,37.800000000000004
1687,17031828801,5890,87391,2013-17,43.5,39.5
1688,17031829200,5637,47782,2013-17,10.7,39.39999999999999
1689,17031829301,4219,68897,2013-17,31.7,36.1
1690,17031340400,2150,34712,2013-17,27.7,41.699999999999996
1691,17031360200,1583,23594,2013-17,10.9,33.7
1692,17031190800,7222,42279,2013-17,12.9,40.0
1693,17031191200,3832,44167,2013-17,5.2,38.5
1694,17031210100,3517,56705,2013-17,50.7,37.0
1695,17031220400,2569,88043,2013-17,59.3,35.099999999999994
1696,17031240800,1587,44444,2013-17,37.1,40.99999999999999
1697,17031243000,2273,73320,2013-17,48.0,45.199999999999996
1698,17031250800,2415,38462,2013-17,8.0,40.7
1699,17031251700,1321,31250,2013-17,15.4,28.3
1700,17031818401,3729,77692,2013-17,31.6,44.8
1701,17031816500,4582,36667,2013-17,9.0,33.8
1702,17031420600,2017,19801,2013-17,18.2,34.1
1703,17031520200,3572,36228,2013-17,4.8,33.2
1704,17031440800,1553,19833,2013-17,13.6,43.5
1705,17031460200,2678,27925,2013-17,10.4,35.9
1706,17031480400,5662,51520,2013-17,28.2,48.699999999999996
1707,17031520600,2824,42764,2013-17,10.8,32.699999999999996
1708,17031560300,3283,52313,2013-17,16.8,37.7
1709,17031560800,6219,66643,2013-17,19.3,38.300000000000004
1710,17031580200,3534,45179,2013-17,7.7,33.3
1711,17031580400,4551,37462,2013-17,13.9,39.5
1712,17031590700,3379,42792,2013-17,19.3,36.300000000000004
1713,17031610400,2135,26580,2013-17,8.1,32.400000000000006
1714,17031610800,1595,44353,2013-17,15.5,40.4
1715,17031612000,1355,27212,2013-17,7.0,35.4
1716,17031612100,1013,23438,2013-17,11.3,27.700000000000003
1717,17031640500,3779,80125,2013-17,21.9,43.099999999999994
1718,17031800900,4431,119213,2013-17,75.3,45.300000000000004
1719,17031822301,3767,61708,2013-17,23.2,37.2
1720,17031822602,7404,65263,2013-17,34.5,38.400000000000006
1721,17031823801,5439,75071,2013-17,46.7,41.4
1722,17031824105,6436,97382,2013-17,43.8,42.0
1723,17031824503,7133,63249,2013-17,37.3,36.0
1724,17031400400,1886,32310,2013-17,21.3,35.699999999999996
1725,17031420800,2077,35476,2013-17,23.8,29.5
1726,17031805501,4091,88011,2013-17,52.0,40.699999999999996
1727,17031805802,4762,86071,2013-17,52.4,45.50000000000001
1728,17031805902,6405,102770,2013-17,50.0,36.3
1729,17031806102,3715,81154,2013-17,42.1,44.49999999999999
1730,17031806900,4867,64073,2013-17,49.1,41.5
1731,17031808400,4462,82619,2013-17,44.2,43.5
1732,17031808600,2077,147396,2013-17,67.8,42.1
1733,17031310500,1387,45781,2013-17,27.2,30.5
1734,17031510200,2801,43289,2013-17,23.2,46.199999999999996
1735,17031570500,2392,41875,2013-17,10.5,30.2
1736,17031826800,5239,35601,2013-17,8.5,36.5
1737,17031826902,1290,20167,2013-17,6.6,44.5
1738,17031600600,2992,34069,2013-17,15.4,40.0
1739,17031611200,2545,27697,2013-17,5.7,30.4
1740,17031640800,1794,54722,2013-17,16.4,36.00000000000001
1741,17031670900,1717,35592,2013-17,18.6,34.6
1742,17031691300,2721,40658,2013-17,21.6,42.0
1743,17031430700,2562,19093,2013-17,22.7,44.699999999999996
1744,17031490400,839,49881,2013-17,29.8,47.900000000000006
1745,17031824106,6775,88824,2013-17,42.2,43.6
1746,17031806802,3067,70521,2013-17,55.0,43.1
1747,17031809400,5463,49977,2013-17,76.9,25.4
1748,17031610300,5875,35325,2013-17,9.7,33.1
1749,17031611800,2316,31138,2013-17,2.6,39.900000000000006
1750,17031681200,2664,23302,2013-17,8.1,27.1
1751,17031711000,3098,33664,2013-17,15.5,49.9
1752,17031800600,2454,210000,2013-17,91.8,42.800000000000004
1753,17031804305,7612,77781,2013-17,21.9,39.5
1754,17031809900,2964,118808,2013-17,86.8,47.3
1755,17031811702,4894,52730,2013-17,14.9,39.6
1756,17031260200,1223,33750,2013-17,3.3,29.5
1757,17031816000,3202,65859,2013-17,55.0,37.4
1758,17031819400,5463,77618,2013-17,32.3,44.599999999999994
1759,17031210900,2952,54688,2013-17,48.2,29.500000000000004
1760,17031815500,8820,61394,2013-17,20.1,37.0
1761,17031818000,4167,62380,2013-17,23.0,41.699999999999996
1762,17031822900,2123,51761,2013-17,9.7,38.2
1763,17031823904,4153,75433,2013-17,39.7,37.800000000000004
1764,17031826402,5084,52521,2013-17,18.0,40.5
1765,17031540101,3881,12660,2013-17,5.8,25.099999999999994
1766,17031760803,5579,41545,2013-17,29.1,42.599999999999994
1767,17031540102,3513,14439,2013-17,2.4,22.799999999999997
1768,17031440201,4805,32143,2013-17,19.4,36.8
1769,17031839000,8542,84347,2013-17,78.7,33.9
1770,17031833300,2646,45833,2013-17,73.2,15.5
1771,17031832900,2381,53911,2013-17,86.3,17.2
1772,17031820605,4309,43700,2013-17,16.7,35.3
1773,17031804508,2439,62986,2013-17,19.8,33.7
1774,17031804506,5151,82969,2013-17,44.4,42.2
1775,17031700301,6592,64118,2013-17,11.2,38.2
1776,17031804405,3286,54960,2013-17,14.3,35.2
1777,17031804308,5603,69627,2013-17,31.1,47.6
1778,17031301702,4476,40417,2013-17,6.3,32.9
1779,17031301801,3840,35784,2013-17,8.4,38.699999999999996
1780,17031490902,4999,42481,2013-17,21.3,38.300000000000004
1781,17031490901,3768,39750,2013-17,13.4,40.99999999999999
1782,17031530502,1419,41696,2013-17,14.0,37.1
1783,17031650302,4216,47477,2013-17,14.2,41.300000000000004
1784,17031031502,4439,24304,2013-17,38.2,37.9
1785,17031040402,5035,81496,2013-17,78.0,36.0
1786,17031220702,3853,61186,2013-17,27.9,36.4
1787,17031842200,3058,92227,2013-17,69.1,32.4
1788,17031842300,3189,123750,2013-17,78.3,40.5
1789,17031843700,2549,105408,2013-17,53.0,40.800000000000004
1790,17031834900,1859,18401,2013-17,10.4,37.3
1791,17031835000,5579,26926,2013-17,6.4,32.0
1792,17031835100,5809,35962,2013-17,6.4,37.0
1793,17031834700,1748,21802,2013-17,7.6,29.099999999999998
1794,17031806103,4999,84136,2013-17,38.6,42.0
1795,17031806104,4790,42891,2013-17,37.1,40.1
1796,17031140602,5251,60508,2013-17,28.7,31.599999999999998
1797,17031140702,6154,51324,2013-17,29.3,39.0
1798,17031140301,2900,40192,2013-17,27.0,31.9
1799,17031841800,2756,36250,2013-17,15.6,34.4
1800,17031842500,2007,10471,2013-17,7.6,22.299999999999997
1801,17031842600,4115,58315,2013-17,18.0,42.7
1802,17031842000,3106,85057,2013-17,34.0,19.499999999999996
1803,17031843500,10079,25714,2013-17,2.5,33.1
1804,17031843400,1254,26607,2013-17,7.5,38.7
1805,17031843200,2250,46387,2013-17,29.5,32.3
1806,17031803014,3434,60708,2013-17,39.8,44.5
1807,17031803015,4370,75825,2013-17,53.6,42.60000000000001
1808,17031802608,6483,56906,2013-17,41.5,40.5
1809,17031150402,3668,64545,2013-17,30.5,43.599999999999994
1810,17031803013,5533,81500,2013-17,56.5,41.8
1811,17031802404,7731,55318,2013-17,32.4,40.00000000000001
1812,17031140302,4254,72577,2013-17,40.0,39.99999999999999
1813,17031110501,5325,80098,2013-17,39.8,44.6
1814,17031110502,3410,55194,2013-17,36.9,39.4
1815,17031760802,2540,51595,2013-17,32.0,41.199999999999996
1816,17031150502,4243,57857,2013-17,30.1,43.599999999999994
1817,17031150401,5266,70203,2013-17,27.6,41.900000000000006
1818,17031150501,4050,65893,2013-17,30.5,41.6
1819,17031842900,2050,21325,2013-17,16.0,33.0
1820,17031841900,6509,113882,2013-17,73.3,23.700000000000003
1821,17031843100,1742,27292,2013-17,16.9,29.799999999999997
1822,17031843000,2689,18036,2013-17,8.3,28.099999999999994
1823,17031802004,5404,45669,2013-17,38.1,41.0
1824,17031843300,2144,47829,2013-17,16.0,35.8
1825,17031842100,7664,33945,2013-17,13.2,26.599999999999998
1826,17031802003,2557,97688,2013-17,60.6,36.199999999999996
1827,17031081402,5048,109801,2013-17,84.0,36.4
1828,17031010202,2487,36563,2013-17,31.5,39.7
1829,17031061902,4512,63897,2013-17,76.7,37.3
1830,17031834500,1273,31483,2013-17,23.3,34.8
1831,17031836300,1421,54259,2013-17,55.6,28.7
1832,17031843600,2822,35714,2013-17,38.1,36.6
1833,17031832300,2111,105556,2013-17,72.6,33.3
1834,17031834600,2535,21196,2013-17,3.7,36.8
1835,17031831800,6418,60625,2013-17,49.7,35.6
1836,17031838300,1515,44875,2013-17,46.8,37.300000000000004
1837,17031832600,3728,148017,2013-17,91.2,26.499999999999996
1838,17031832500,3732,116935,2013-17,71.6,28.700000000000003
1839,17031832000,1799,105625,2013-17,80.7,25.7
1840,17031061901,3513,58375,2013-17,82.3,35.2
1841,17031030104,3375,38871,2013-17,53.2,19.400000000000002
1842,17031030101,3549,43167,2013-17,55.4,52.2
1843,17031160601,3674,67113,2013-17,48.0,39.8
1844,17031210501,3500,42990,2013-17,24.8,34.199999999999996
1845,17031210601,2725,61141,2013-17,30.3,37.300000000000004
1846,17031700502,3437,80625,2013-17,26.3,36.9
1847,17031804713,4868,89884,2013-17,58.7,41.5
1848,17031804714,3397,77829,2013-17,42.0,43.5
1849,17031804109,2915,88289,2013-17,46.1,43.9
1850,17031803702,6051,90972,2013-17,60.3,42.99999999999999
1851,17031803612,3614,53210,2013-17,28.0,33.1
1852,17031803611,5897,53583,2013-17,29.7,36.9
1853,17031803017,6137,84760,2013-17,53.6,43.2
1854,17031151001,2404,49674,2013-17,20.4,42.800000000000004
1855,17031151002,4360,48225,2013-17,18.8,42.3
1856,17031160602,3679,59821,2013-17,40.0,42.199999999999996
1857,17031160502,3905,58776,2013-17,30.0,37.9
1858,17031140601,2760,45769,2013-17,18.9,41.9
1859,17031140701,2911,60100,2013-17,34.3,37.4
1860,17031840300,3917,48056,2013-17,17.9,39.6
1861,17031840200,2448,55600,2013-17,30.9,39.8
1862,17031841100,6821,26905,2013-17,23.2,36.699999999999996
1863,17031841200,5183,36104,2013-17,27.6,34.6
1864,17031838200,2028,36389,2013-17,70.8,14.2
1865,17031770201,5919,58062,2013-17,38.5,42.3
1866,17031804610,2385,74301,2013-17,51.7,50.5
1867,17031804715,3192,54922,2013-17,31.2,40.8
1868,17031804108,4050,83636,2013-17,69.7,34.8
1869,17031803701,2746,90938,2013-17,56.2,47.300000000000004
1870,17031650301,5568,57245,2013-17,14.4,37.0
1871,17031530503,5846,35074,2013-17,19.8,32.9
1872,17031530501,4704,42422,2013-17,19.1,32.5
1873,17031838000,2760,18147,2013-17,33.6,29.400000000000002
1874,17031838100,1980,17047,2013-17,35.2,41.099999999999994
1875,17031833100,7441,116071,2013-17,75.1,44.9
1876,17031839100,6760,90489,2013-17,74.0,31.3
1877,17031803016,2610,96106,2013-17,69.1,34.1
1878,17031802403,1436,67727,2013-17,57.7,39.699999999999996
1879,17031802607,1455,110000,2013-17,45.0,35.5
1880,17031803012,2279,74375,2013-17,59.9,41.5
1881,17031830008,4452,83095,2013-17,32.0,45.300000000000004
1882,17031030601,4066,39015,2013-17,47.8,36.599999999999994
1883,17031030604,3225,30486,2013-17,52.7,38.5
1884,17031809100,3355,105052,2013-17,77.2,43.6
1885,17031806700,4116,104722,2013-17,66.0,43.8
1886,17031807800,2825,95461,2013-17,45.9,37.4
1887,17031809000,4200,136354,2013-17,80.2,37.5
1888,17031810302,3267,77188,2013-17,58.1,47.6
1889,17031810502,5391,52200,2013-17,21.7,43.2
1890,17031810701,5035,39519,2013-17,17.1,38.0
1891,17031810800,5178,71347,2013-17,24.7,44.8
1892,17031811402,4440,60691,2013-17,20.1,45.300000000000004
1893,17031811500,6142,71359,2013-17,20.0,40.2
1894,17031811900,5899,118500,2013-17,74.5,41.1
1895,17031191000,2653,48125,2013-17,8.3,41.9
1896,17031805600,4368,119706,2013-17,68.0,40.2
1897,17031806004,7537,45833,2013-17,30.8,35.699999999999996
1898,17031807200,5153,85250,2013-17,51.5,41.9
1899,17031802505,6526,52102,2013-17,37.0,37.800000000000004
1900,17031813801,2938,47163,2013-17,6.4,37.2
1901,17031700501,7469,66619,2013-17,27.2,48.9
1902,17031460301,2917,36182,2013-17,9.0,35.4
1903,17031460302,3468,23345,2013-17,12.5,32.800000000000004
1904,17031431302,4161,19756,2013-17,15.4,30.599999999999998
1905,17031431301,3319,20625,2013-17,22.9,37.5
1906,17031301701,3994,31775,2013-17,7.8,33.5
1907,17031839500,1367,21719,2013-17,46.6,31.199999999999996
1908,17031440101,4020,21623,2013-17,3.9,38.1
1909,17031301803,5506,35960,2013-17,4.7,34.599999999999994
1910,17031835500,1444,20517,2013-17,11.4,42.8
1911,17031839200,2368,29476,2013-17,47.0,44.8
1912,17031840400,3265,40750,2013-17,30.6,41.5
1913,17031840100,2957,38886,2013-17,23.1,48.89999999999999
1914,17031841000,878,63125,2013-17,61.0,44.400000000000006
1915,17031770901,5253,65275,2013-17,27.1,43.699999999999996
1916,17031830007,5108,44339,2013-17,23.1,39.3
1917,17031825303,3976,63617,2013-17,28.4,36.1
1918,17031824120,9029,98431,2013-17,50.9,42.4
1919,17031824119,5697,93597,2013-17,49.1,43.5
1920,17031824115,3743,73591,2013-17,31.5,39.099999999999994
1921,17031823805,2823,49769,2013-17,30.0,44.99999999999999
1922,17031301802,3346,32500,2013-17,7.4,37.5
1923,17031730201,5719,26706,2013-17,21.4,38.5
1924,17031580502,5264,40191,2013-17,12.0,37.5
1925,17031580501,4881,39087,2013-17,8.7,36.3
1926,17031700302,5469,67776,2013-17,19.5,38.699999999999996
1927,17031700402,4337,61369,2013-17,25.7,43.5
1928,17031700401,6301,64776,2013-17,22.4,37.9
1929,17031830500,4785,39602,2013-17,4.4,34.5
1930,17031841400,1189,29338,2013-17,12.4,37.400000000000006
1931,17031841700,1652,19630,2013-17,8.4,42.4
1932,17031841600,689,21767,2013-17,10.0,33.099999999999994
1933,17031840700,3921,34219,2013-17,11.9,33.699999999999996
1934,17031841300,4040,48750,2013-17,25.9,40.3
1935,17031802506,2685,62500,2013-17,24.1,36.900000000000006
1936,17031802609,6656,52920,2013-17,29.1,39.4
1937,17031802610,1727,83750,2013-17,39.6,43.400000000000006
1938,17031080201,3230,79869,2013-17,74.0,33.2
1939,17031080202,3506,81794,2013-17,88.7,34.300000000000004
1940,17031070101,3618,69222,2013-17,84.7,31.0
1941,17031063301,2588,48906,2013-17,69.7,19.899999999999995
1942,17031070102,2879,67000,2013-17,77.8,28.5
1943,17031063303,1295,78580,2013-17,70.5,25.0
1944,17031820501,6158,63862,2013-17,21.0,42.699999999999996
1945,17031817200,4717,44798,2013-17,13.9,37.3
1946,17031817400,4065,63162,2013-17,16.6,32.2
1947,17031819900,3382,166544,2013-17,77.7,42.8
1948,17031822400,6105,42900,2013-17,20.6,35.7
1949,17031822802,3402,68256,2013-17,38.8,40.8
1950,17031823303,4380,53801,2013-17,16.9,40.2
1951,17031823604,3673,84821,2013-17,43.1,40.3
1952,17031310900,5466,36913,2013-17,24.2,28.4
1953,17031420500,1704,25781,2013-17,19.7,38.099999999999994
1954,17031430400,2934,15469,2013-17,19.4,37.7
1955,17031430600,1732,23300,2013-17,29.1,34.0
1956,17031440900,2403,34050,2013-17,27.6,38.8
1957,17031460100,3133,31094,2013-17,18.7,39.5
1958,17031480500,3016,39329,2013-17,19.3,41.4
1959,17031283100,3003,42917,2013-17,73.7,20.2
1960,17031300700,4778,34153,2013-17,10.3,37.50000000000001
1961,17031300800,4127,29844,2013-17,7.5,28.7
1962,17031340600,995,11622,2013-17,7.3,29.900000000000002
1963,17031340300,1792,32321,2013-17,17.5,39.8
1964,17031351000,3776,46850,2013-17,54.0,40.4
1965,17031814300,4786,37072,2013-17,8.4,35.4
1966,17031815900,4849,47750,2013-17,49.3,46.099999999999994
1967,17031808702,5351,66786,2013-17,77.4,5.4
1968,17031081201,4656,88088,2013-17,81.2,32.1
1969,17031081202,3021,113798,2013-17,75.5,39.2
1970,17031031501,4033,26915,2013-17,39.0,40.8
1971,17031990000,0,-666666666,2013-17,-666666666.0,-3999999996.0
1972,17031980000,0,-666666666,2013-17,-666666666.0,-3999999996.0
1973,17031804611,4546,78514,2013-17,50.6,44.199999999999996
1974,17031804608,3524,86298,2013-17,48.3,47.5
1975,17031804609,5898,96164,2013-17,61.2,43.3
1976,17031804511,2742,54412,2013-17,20.2,39.00000000000001
1977,17031040401,3182,90243,2013-17,69.1,43.900000000000006
1978,17031220601,1893,58558,2013-17,48.8,35.099999999999994
1979,17031210502,4653,44750,2013-17,24.9,31.9
1980,17031081401,2386,62321,2013-17,72.3,33.8
1981,17031220602,5164,44091,2013-17,48.3,34.8
1982,17031210602,4032,54700,2013-17,33.2,34.199999999999996
1983,17031030702,982,73967,2013-17,73.4,51.0
1984,17031081403,7635,102856,2013-17,86.9,35.6
1985,17031030603,2023,29088,2013-17,48.3,43.5
1986,17031030701,1597,36467,2013-17,41.4,44.00000000000001
1987,17031030703,2680,40670,2013-17,54.1,41.800000000000004
1988,17031840800,2805,31648,2013-17,5.0,37.2
1989,17031836000,2685,60368,2013-17,33.2,41.2
1990,17031835800,1707,60598,2013-17,45.0,35.7
1991,17031835900,3170,18856,2013-17,17.7,36.5
1992,17031660600,5883,27426,2013-17,4.8,40.099999999999994
1993,17031670100,1069,35000,2013-17,9.9,39.3
1994,17031670800,1333,22083,2013-17,8.1,30.2
1995,17031671100,1088,30577,2013-17,12.0,29.700000000000003
1996,17031671200,988,20909,2013-17,4.2,36.4
1997,17031671400,1390,24306,2013-17,2.1,37.99999999999999
1998,17031671500,2700,28403,2013-17,5.9,35.2
1999,17031671600,1917,23203,2013-17,3.7,33.7
2000,17031672000,4239,39191,2013-17,10.2,38.7
2001,17031823605,4085,58679,2013-17,34.1,39.2
2002,17031823803,6943,68233,2013-17,25.2,36.1
2003,17031824506,7547,67690,2013-17,28.1,36.2
2004,17031824701,4359,71193,2013-17,16.4,40.800000000000004
2005,17031825200,2163,77188,2013-17,14.8,39.7
